,Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
1319,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,363.15,1.1283,10.1016/j.fluid.2012.12.001
1320,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,293.15,1.1829,10.1039/C3RA40303C
1321,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,298.15,1.1794,10.1039/C3RA40303C
1322,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,303.15,1.1761,10.1039/C3RA40303C
1323,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,308.15,1.1728,10.1039/C3RA40303C
1324,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,313.15,1.1696,10.1039/C3RA40303C
1325,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,318.15,1.1664,10.1039/C3RA40303C
1326,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,323.15,1.1633,10.1039/C3RA40303C
1327,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,328.15,1.1602,10.1039/C3RA40303C
1328,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,333.15,1.157,10.1039/C3RA40303C
1329,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,338.15,1.1539,10.1039/C3RA40303C
1330,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,343.15,1.1507,10.1039/C3RA40303C
1331,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,348.15,1.1476,10.1039/C3RA40303C
1332,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,353.15,1.1444,10.1039/C3RA40303C
1333,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,293.18,1.1404,10.1039/C5CP03364K
1334,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,298.13,1.1371,10.1039/C5CP03364K
1335,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,303.13,1.1337,10.1039/C5CP03364K
1336,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,308.13,1.1303,10.1039/C5CP03364K
1337,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,313.13,1.1269,10.1039/C5CP03364K
1338,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,318.13,1.1236,10.1039/C5CP03364K
1339,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,323.13,1.1203,10.1039/C5CP03364K
1340,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,328.13,1.1169,10.1039/C5CP03364K
1341,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,333.13,1.1136,10.1039/C5CP03364K
1342,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,338.13,1.1103,10.1039/C5CP03364K
1343,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,343.13,1.1071,10.1039/C5CP03364K
1344,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,348.13,1.1038,10.1039/C5CP03364K
1345,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,353.13,1.1005,10.1039/C5CP03364K
1346,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,358.13,1.0973,10.1039/C5CP03364K
1347,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,363.13,1.0941,10.1039/C5CP03364K
1348,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,303.15,1.1899,10.1016/j.jct.2013.08.029
1349,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,308.15,1.1873,10.1016/j.jct.2013.08.029
1350,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,313.15,1.1847,10.1016/j.jct.2013.08.029
1351,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,318.15,1.1821,10.1016/j.jct.2013.08.029
1352,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,323.15,1.1797,10.1016/j.jct.2013.08.029
1353,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,288.15,1.2863,10.1016/j.molliq.2017.04.052
1354,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,293.15,1.2824,10.1016/j.molliq.2017.04.052
1355,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,298.15,1.2786,10.1016/j.molliq.2017.04.052
1356,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,303.15,1.2748,10.1016/j.molliq.2017.04.052
1357,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,308.15,1.271,10.1016/j.molliq.2017.04.052
1358,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,313.15,1.2673,10.1016/j.molliq.2017.04.052
1359,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,318.15,1.2635,10.1016/j.molliq.2017.04.052
1360,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,323.15,1.2597,10.1016/j.molliq.2017.04.052
1361,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,328.15,1.2559,10.1016/j.molliq.2017.04.052
1362,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,333.15,1.2521,10.1016/j.molliq.2017.04.052
1363,2,Ⅲ,0,0,1,0,0,Choline chloride,Monochloroacetic acid,,0.333,0.667,,338.15,1.2483,10.1016/j.molliq.2017.04.052
1364,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,288.15,1.0821,10.1016/j.molliq.2017.04.052
1365,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,293.15,1.0788,10.1016/j.molliq.2017.04.052
1366,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,298.15,1.0755,10.1016/j.molliq.2017.04.052
1367,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,303.15,1.0721,10.1016/j.molliq.2017.04.052
1368,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,308.15,1.0688,10.1016/j.molliq.2017.04.052
1369,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,313.15,1.0655,10.1016/j.molliq.2017.04.052
1370,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,318.15,1.0622,10.1016/j.molliq.2017.04.052
1371,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,323.15,1.0589,10.1016/j.molliq.2017.04.052
1372,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,328.15,1.0557,10.1016/j.molliq.2017.04.052
1373,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,333.15,1.0524,10.1016/j.molliq.2017.04.052
1374,2,Ⅲ,0,0,1,0,0,Choline chloride,Propionic acid,,0.333,0.667,,338.15,1.0491,10.1016/j.molliq.2017.04.052
1375,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,288.15,1.2491,10.1016/j.molliq.2017.04.052
1376,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,293.15,1.24608,10.1016/j.molliq.2017.04.052
1377,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,298.15,1.24281,10.1016/j.molliq.2017.04.052
1378,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,303.15,1.23957,10.1016/j.molliq.2017.04.052
1379,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,308.15,1.23641,10.1016/j.molliq.2017.04.052
1380,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,313.15,1.23325,10.1016/j.molliq.2017.04.052
1381,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,318.15,1.23002,10.1016/j.molliq.2017.04.052
1382,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,323.15,1.22678,10.1016/j.molliq.2017.04.052
1383,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,328.15,1.22357,10.1016/j.molliq.2017.04.052
1384,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,333.15,1.22057,10.1016/j.molliq.2017.04.052
1385,2,Ⅲ,0,0,1,0,0,Choline chloride,P-Toluenesulfonic acid,,0.333,0.667,,338.15,1.21737,10.1016/j.molliq.2017.04.052
1386,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,288.15,1.4712,10.1016/j.molliq.2017.04.052
1387,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,293.15,1.4662,10.1016/j.molliq.2017.04.052
1388,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,298.15,1.4612,10.1016/j.molliq.2017.04.052
1389,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,303.15,1.4563,10.1016/j.molliq.2017.04.052
1390,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,308.15,1.4516,10.1016/j.molliq.2017.04.052
1391,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,313.15,1.447,10.1016/j.molliq.2017.04.052
1392,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,318.15,1.4424,10.1016/j.molliq.2017.04.052
1393,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,323.15,1.4378,10.1016/j.molliq.2017.04.052
1394,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,328.15,1.4332,10.1016/j.molliq.2017.04.052
1395,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,333.15,1.4287,10.1016/j.molliq.2017.04.052
1396,2,Ⅲ,0,0,1,0,0,Choline chloride,Trichloroacetic acid,,0.333,0.667,,338.15,1.424,10.1016/j.molliq.2017.04.052
1397,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,298.15,1.0628,10.1016/j.fluid.2017.03.008
1398,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,308.15,1.0552,10.1016/j.fluid.2017.03.008
1399,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,318.15,1.0478,10.1016/j.fluid.2017.03.008
1400,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,328.15,1.0404,10.1016/j.fluid.2017.03.008
1401,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,338.15,1.033,10.1016/j.fluid.2017.03.008
1402,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,348.15,1.0256,10.1016/j.fluid.2017.03.008
1403,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.111,0.889,,358.15,1.0181,10.1016/j.fluid.2017.03.008
1404,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,298.15,1.065,10.1016/j.fluid.2017.03.008
1405,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,308.15,1.0576,10.1016/j.fluid.2017.03.008
1406,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,318.15,1.0503,10.1016/j.fluid.2017.03.008
1407,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,328.15,1.043,10.1016/j.fluid.2017.03.008
1408,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,338.15,1.0356,10.1016/j.fluid.2017.03.008
1409,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,348.15,1.0283,10.1016/j.fluid.2017.03.008
1410,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.125,0.875,,358.15,1.0209,10.1016/j.fluid.2017.03.008
1411,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,298.15,1.069,10.1016/j.fluid.2017.03.008
1412,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,308.15,1.0617,10.1016/j.fluid.2017.03.008
1413,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,318.15,1.0544,10.1016/j.fluid.2017.03.008
1414,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,328.15,1.0472,10.1016/j.fluid.2017.03.008
1415,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,338.15,1.0399,10.1016/j.fluid.2017.03.008
1416,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,348.15,1.0326,10.1016/j.fluid.2017.03.008
1417,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.143,0.857,,358.15,1.0253,10.1016/j.fluid.2017.03.008
1418,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,298.15,1.0767,10.1016/j.fluid.2017.03.008
1419,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,308.15,1.0696,10.1016/j.fluid.2017.03.008
1420,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,318.15,1.0627,10.1016/j.fluid.2017.03.008
1421,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,328.15,1.0559,10.1016/j.fluid.2017.03.008
1422,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,338.15,1.049,10.1016/j.fluid.2017.03.008
1423,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,348.15,1.042,10.1016/j.fluid.2017.03.008
1424,2,Ⅲ,0,0,1,0,0,Choline chloride,Monoethanolamine,,0.167,0.833,,358.15,1.035,10.1016/j.fluid.2017.03.008
1425,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,298.15,1.0929,10.1016/j.fluid.2017.03.008
1426,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,308.15,1.085,10.1016/j.fluid.2017.03.008
1427,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,318.15,1.0771,10.1016/j.fluid.2017.03.008
1428,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,328.15,1.0689,10.1016/j.fluid.2017.03.008
1429,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,338.15,1.0608,10.1016/j.fluid.2017.03.008
1430,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,348.15,1.0527,10.1016/j.fluid.2017.03.008
1431,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,358.15,1.0447,10.1016/j.fluid.2017.03.008
1432,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,298.15,1.0998,10.1016/j.fluid.2017.03.008
1433,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,308.15,1.0919,10.1016/j.fluid.2017.03.008
1434,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,318.15,1.0838,10.1016/j.fluid.2017.03.008
1435,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,328.15,1.0758,10.1016/j.fluid.2017.03.008
1436,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,338.15,1.0676,10.1016/j.fluid.2017.03.008
1437,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,348.15,1.0594,10.1016/j.fluid.2017.03.008
1438,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,358.15,1.0511,10.1016/j.fluid.2017.03.008
1439,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,298.15,1.1074,10.1016/j.fluid.2017.03.008
1440,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,308.15,1.1,10.1016/j.fluid.2017.03.008
1441,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,318.15,1.0922,10.1016/j.fluid.2017.03.008
1442,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,328.15,1.0842,10.1016/j.fluid.2017.03.008
1443,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,338.15,1.0761,10.1016/j.fluid.2017.03.008
1444,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,348.15,1.068,10.1016/j.fluid.2017.03.008
1445,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,358.15,1.0598,10.1016/j.fluid.2017.03.008
1446,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,298.15,1.1958,10.1016/j.fluid.2017.03.008
1447,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,308.15,1.1879,10.1016/j.fluid.2017.03.008
1448,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,318.15,1.1801,10.1016/j.fluid.2017.03.008
1449,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,328.15,1.1723,10.1016/j.fluid.2017.03.008
1450,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,338.15,1.1645,10.1016/j.fluid.2017.03.008
1451,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,348.15,1.1566,10.1016/j.fluid.2017.03.008
1452,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.167,0.833,,358.15,1.1488,10.1016/j.fluid.2017.03.008
1453,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,298.15,1.0481,10.1016/j.fluid.2017.03.008
1454,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,308.15,1.0387,10.1016/j.fluid.2017.03.008
1455,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,318.15,1.0289,10.1016/j.fluid.2017.03.008
1456,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,328.15,1.0185,10.1016/j.fluid.2017.03.008
1457,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,338.15,1.0102,10.1016/j.fluid.2017.03.008
1458,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,348.15,1.0011,10.1016/j.fluid.2017.03.008
1459,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,358.15,0.9921,10.1016/j.fluid.2017.03.008
1460,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,298.15,1.0566,10.1016/j.fluid.2017.03.008
1461,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,308.15,1.048,10.1016/j.fluid.2017.03.008
1462,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,318.15,1.0415,10.1016/j.fluid.2017.03.008
1463,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,328.15,1.0341,10.1016/j.fluid.2017.03.008
1464,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,338.15,1.0267,10.1016/j.fluid.2017.03.008
1465,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,348.15,1.0193,10.1016/j.fluid.2017.03.008
1466,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.167,0.833,,358.15,1.012,10.1016/j.fluid.2017.03.008
1467,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,298.15,1.0609,10.1016/j.fluid.2017.03.008
1468,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,308.15,1.0536,10.1016/j.fluid.2017.03.008
1469,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,318.15,1.0464,10.1016/j.fluid.2017.03.008
1470,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,328.15,1.0392,10.1016/j.fluid.2017.03.008
1471,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,338.15,1.032,10.1016/j.fluid.2017.03.008
1472,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,348.15,1.0247,10.1016/j.fluid.2017.03.008
1473,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.2,0.8,,358.15,1.0174,10.1016/j.fluid.2017.03.008
1474,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,298.15,1.0616,10.1016/j.fluid.2017.03.008
1475,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,308.15,1.0545,10.1016/j.fluid.2017.03.008
1476,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,318.15,1.0473,10.1016/j.fluid.2017.03.008
1477,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,328.15,1.0402,10.1016/j.fluid.2017.03.008
1478,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,338.15,1.0331,10.1016/j.fluid.2017.03.008
1479,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,348.15,1.0261,10.1016/j.fluid.2017.03.008
1480,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.25,0.75,,358.15,1.019,10.1016/j.fluid.2017.03.008
1481,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,293.15,1.26217,10.1016/j.molliq.2020.112644
1482,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,298.15,1.259373,10.1016/j.molliq.2020.112644
1483,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,303.15,1.257062,10.1016/j.molliq.2020.112644
1484,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,308.15,1.254234,10.1016/j.molliq.2020.112644
1485,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,313.15,1.251207,10.1016/j.molliq.2020.112644
1486,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,318.15,1.248415,10.1016/j.molliq.2020.112644
1487,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,323.15,1.245558,10.1016/j.molliq.2020.112644
1488,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,328.15,1.242598,10.1016/j.molliq.2020.112644
1489,2,Ⅲ,0,0,1,0,0,Choline chloride,Ninhydrin,,0.571,0.429,,333.15,1.239535,10.1016/j.molliq.2020.112644
1490,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,293.15,1.139893,10.1016/j.molliq.2020.112644
1491,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,298.15,1.137035,10.1016/j.molliq.2020.112644
1492,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,303.15,1.134101,10.1016/j.molliq.2020.112644
1493,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,308.15,1.131622,10.1016/j.molliq.2020.112644
1494,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,313.15,1.128694,10.1016/j.molliq.2020.112644
1495,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,318.15,1.125717,10.1016/j.molliq.2020.112644
1496,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,323.15,1.122898,10.1016/j.molliq.2020.112644
1497,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium hydrogen sulfate,Ninhydrin,,0.571,0.429,,328.15,1.119957,10.1016/j.molliq.2020.112644
