,Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
3108,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,298.15,0.897,10.1021/acssuschemeng.7b04235
3109,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,303.15,0.893,10.1021/acssuschemeng.7b04235
3110,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,308.15,0.89,10.1021/acssuschemeng.7b04235
3111,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,313.15,0.886,10.1021/acssuschemeng.7b04235
3112,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,318.15,0.882,10.1021/acssuschemeng.7b04235
3113,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,323.15,0.878,10.1021/acssuschemeng.7b04235
3114,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,328.15,0.874,10.1021/acssuschemeng.7b04235
3115,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,333.15,0.87,10.1021/acssuschemeng.7b04235
3116,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,338.15,0.866,10.1021/acssuschemeng.7b04235
3117,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,343.15,0.863,10.1021/acssuschemeng.7b04235
3118,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,348.15,0.859,10.1021/acssuschemeng.7b04235
3119,2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,353.15,0.855,10.1021/acssuschemeng.7b04235
3120,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,293.15,0.904,10.1021/acssuschemeng.7b04235
3121,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,298.15,0.901,10.1021/acssuschemeng.7b04235
3122,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,303.15,0.897,10.1021/acssuschemeng.7b04235
3123,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,308.15,0.893,10.1021/acssuschemeng.7b04235
3124,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,313.15,0.889,10.1021/acssuschemeng.7b04235
3125,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,318.15,0.885,10.1021/acssuschemeng.7b04235
3126,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,323.15,0.881,10.1021/acssuschemeng.7b04235
3127,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,328.15,0.877,10.1021/acssuschemeng.7b04235
3128,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,333.15,0.873,10.1021/acssuschemeng.7b04235
3129,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,338.15,0.869,10.1021/acssuschemeng.7b04235
3130,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,343.15,0.865,10.1021/acssuschemeng.7b04235
3131,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,348.15,0.861,10.1021/acssuschemeng.7b04235
3132,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,353.15,0.858,10.1021/acssuschemeng.7b04235
3133,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.75,0.25,,303.15,0.898,10.1016/j.ijggc.2019.102839
3134,2,Ⅴ,0,0,0,0,1,Capric acid,Oleic acid,,0.4,0.6,,303.15,0.903,10.1016/j.ijggc.2019.102839
3135,2,Ⅴ,0,0,0,0,1,Capric acid,Atropine,,0.667,0.333,,298.0,1.0265,10.1021/acssuschemeng.8b03520
3136,2,Ⅴ,0,0,0,0,1,Capric acid,Lidocaine,,0.667,0.333,,298.0,0.9613,10.1021/acssuschemeng.8b03520
3137,2,Ⅴ,0,0,0,0,1,Capric acid,Menthol,,0.333,0.667,,298.0,0.89951,10.1021/acssuschemeng.8b03520
3138,2,Ⅴ,0,0,0,0,1,Capric acid,Menthol,,0.5,0.5,,298.0,0.89977,10.1021/acssuschemeng.8b03520
3139,2,Ⅴ,0,0,0,0,1,Lauric acid,Atropine,,0.667,0.333,,298.0,1.00875,10.1021/acssuschemeng.8b03520
3140,2,Ⅴ,0,0,0,0,1,Lauric acid,Lidocaine,,0.667,0.333,,298.0,0.9495,10.1021/acssuschemeng.8b03520
3141,2,Ⅴ,0,0,0,0,1,Menthol,1-Napthol,,0.667,0.333,,298.0,0.9711,10.1021/acssuschemeng.8b03520
3142,2,Ⅴ,0,0,0,0,1,Menthol,1-Tetradecanol,,0.667,0.333,,298.0,0.87206,10.1021/acssuschemeng.8b03520
3143,2,Ⅴ,0,0,0,0,1,Menthol,Lidocaine,,0.667,0.333,,298.0,0.93918,10.1021/acssuschemeng.8b03520
3144,2,Ⅴ,0,0,0,0,1,Thymol,"1,2-Decanediol",,0.667,0.333,,298.0,0.95233,10.1021/acssuschemeng.8b03520
3145,2,Ⅴ,0,0,0,0,1,Thymol,Atropine,,0.667,0.333,,298.0,1.06229,10.1021/acssuschemeng.8b03520
3146,2,Ⅴ,0,0,0,0,1,Thymol,Coumarin,,0.5,0.5,,298.0,1.0918,10.1021/acssuschemeng.8b03520
3147,2,Ⅴ,0,0,0,0,1,Thymol,Coumarin,,0.667,0.333,,298.0,1.05047,10.1021/acssuschemeng.8b03520
3148,2,Ⅴ,0,0,0,0,1,Thymol,Lidocaine,,0.5,0.5,,298.0,0.99312,10.1021/acssuschemeng.8b03520
3149,2,Ⅴ,0,0,0,0,1,Thymol,Lidocaine,,0.667,0.333,,298.0,0.98908,10.1021/acssuschemeng.8b03520
3150,2,Ⅴ,0,0,0,0,1,Thymol,DL-Menthol,,0.333,0.667,,298.0,0.92384,10.1021/acssuschemeng.8b03520
3151,2,Ⅴ,0,0,0,0,1,Thymol,DL-Menthol,,0.5,0.5,,298.0,0.93656,10.1021/acssuschemeng.8b03520
3152,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,298.15,0.8922,10.1016/j.seppur.2019.115703
3153,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,303.15,0.8886,10.1016/j.seppur.2019.115703
3154,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,308.15,0.885,10.1016/j.seppur.2019.115703
3155,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,313.15,0.8816,10.1016/j.seppur.2019.115703
3156,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,318.15,0.878,10.1016/j.seppur.2019.115703
3157,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,323.15,0.8744,10.1016/j.seppur.2019.115703
3158,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,328.15,0.8707,10.1016/j.seppur.2019.115703
3159,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,333.15,0.8669,10.1016/j.seppur.2019.115703
3160,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,338.15,0.8632,10.1016/j.seppur.2019.115703
3161,2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,343.15,0.8594,10.1016/j.seppur.2019.115703
3162,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,293.15,0.9,10.1016/j.seppur.2019.115703
3163,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,298.15,0.8964,10.1016/j.seppur.2019.115703
3164,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,303.15,0.8927,10.1016/j.seppur.2019.115703
3165,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,308.15,0.889,10.1016/j.seppur.2019.115703
3166,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,313.15,0.8853,10.1016/j.seppur.2019.115703
3167,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,318.15,0.8816,10.1016/j.seppur.2019.115703
3168,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,323.15,0.8779,10.1016/j.seppur.2019.115703
3169,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,328.15,0.8742,10.1016/j.seppur.2019.115703
3170,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,333.15,0.8704,10.1016/j.seppur.2019.115703
3171,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,338.15,0.8667,10.1016/j.seppur.2019.115703
3172,2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,343.15,0.863,10.1016/j.seppur.2019.115703
3173,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,293.15,0.9053,10.1016/j.seppur.2019.115703
3174,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,298.15,0.9015,10.1016/j.seppur.2019.115703
3175,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,303.15,0.8978,10.1016/j.seppur.2019.115703
3176,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,308.15,0.894,10.1016/j.seppur.2019.115703
3177,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,313.15,0.8903,10.1016/j.seppur.2019.115703
3178,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,318.15,0.8865,10.1016/j.seppur.2019.115703
3179,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,323.15,0.8827,10.1016/j.seppur.2019.115703
3180,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,328.15,0.8788,10.1016/j.seppur.2019.115703
3181,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,333.15,0.875,10.1016/j.seppur.2019.115703
3182,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,338.15,0.8712,10.1016/j.seppur.2019.115703
3183,2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,343.15,0.8673,10.1016/j.seppur.2019.115703
3184,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,293.15,0.905,10.1016/j.seppur.2019.115703
3185,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,298.15,0.9011,10.1016/j.seppur.2019.115703
3186,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,303.15,0.8971,10.1016/j.seppur.2019.115703
3187,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,308.15,0.8932,10.1016/j.seppur.2019.115703
3188,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,313.15,0.8892,10.1016/j.seppur.2019.115703
3189,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,318.15,0.8853,10.1016/j.seppur.2019.115703
3190,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,323.15,0.8814,10.1016/j.seppur.2019.115703
3191,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,328.15,0.8775,10.1016/j.seppur.2019.115703
3192,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,333.15,0.8735,10.1016/j.seppur.2019.115703
3193,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,338.15,0.8696,10.1016/j.seppur.2019.115703
3194,2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,343.15,0.8657,10.1016/j.seppur.2019.115703
3195,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,293.15,0.935,10.1021/acssuschemeng.5b00532
3196,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,298.15,0.931,10.1021/acssuschemeng.5b00532
3197,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,303.15,0.927,10.1021/acssuschemeng.5b00532
3198,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,308.15,0.923,10.1021/acssuschemeng.5b00532
3199,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,313.15,0.919,10.1021/acssuschemeng.5b00532
3200,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,318.15,0.915,10.1021/acssuschemeng.5b00532
3201,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,323.15,0.911,10.1021/acssuschemeng.5b00532
3202,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,328.15,0.906,10.1021/acssuschemeng.5b00532
3203,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,333.15,0.902,10.1021/acssuschemeng.5b00532
3204,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,338.15,0.898,10.1021/acssuschemeng.5b00532
3205,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,343.15,0.894,10.1021/acssuschemeng.5b00532
3206,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,348.15,0.889,10.1021/acssuschemeng.5b00532
3207,2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,353.15,0.884,10.1021/acssuschemeng.5b00532
3208,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,293.15,1.038,10.1021/acssuschemeng.5b00532
3209,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,298.15,1.033,10.1021/acssuschemeng.5b00532
3210,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,303.15,1.029,10.1021/acssuschemeng.5b00532
3211,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,308.15,1.025,10.1021/acssuschemeng.5b00532
3212,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,313.15,1.021,10.1021/acssuschemeng.5b00532
3213,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,318.15,1.017,10.1021/acssuschemeng.5b00532
3214,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,323.15,1.013,10.1021/acssuschemeng.5b00532
3215,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,328.15,1.009,10.1021/acssuschemeng.5b00532
3216,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,333.15,1.005,10.1021/acssuschemeng.5b00532
3217,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,338.15,1.001,10.1021/acssuschemeng.5b00532
3218,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,343.15,0.997,10.1021/acssuschemeng.5b00532
3219,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,348.15,0.992,10.1021/acssuschemeng.5b00532
3220,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,353.15,0.988,10.1021/acssuschemeng.5b00532
3221,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,293.15,0.897,10.1021/acssuschemeng.5b00532
3222,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,298.15,0.894,10.1021/acssuschemeng.5b00532
3223,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,303.15,0.89,10.1021/acssuschemeng.5b00532
3224,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,308.15,0.886,10.1021/acssuschemeng.5b00532
3225,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,313.15,0.883,10.1021/acssuschemeng.5b00532
3226,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,318.15,0.879,10.1021/acssuschemeng.5b00532
3227,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,323.15,0.876,10.1021/acssuschemeng.5b00532
3228,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,328.15,0.872,10.1021/acssuschemeng.5b00532
3229,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,333.15,0.868,10.1021/acssuschemeng.5b00532
3230,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,338.15,0.865,10.1021/acssuschemeng.5b00532
3231,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,343.15,0.861,10.1021/acssuschemeng.5b00532
3232,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,348.15,0.857,10.1021/acssuschemeng.5b00532
3233,2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,353.15,0.853,10.1021/acssuschemeng.5b00532
3234,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,293.15,0.999,10.1021/acssuschemeng.5b00532
3235,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,298.15,0.995,10.1021/acssuschemeng.5b00532
3236,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,303.15,0.991,10.1021/acssuschemeng.5b00532
3237,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,308.15,0.987,10.1021/acssuschemeng.5b00532
3238,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,313.15,0.983,10.1021/acssuschemeng.5b00532
3239,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,318.15,0.978,10.1021/acssuschemeng.5b00532
3240,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,323.15,0.974,10.1021/acssuschemeng.5b00532
3241,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,328.15,0.97,10.1021/acssuschemeng.5b00532
3242,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,333.15,0.966,10.1021/acssuschemeng.5b00532
3243,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,338.15,0.962,10.1021/acssuschemeng.5b00532
3244,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,343.15,0.958,10.1021/acssuschemeng.5b00532
3245,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,348.15,0.953,10.1021/acssuschemeng.5b00532
3246,2,Ⅴ,0,0,0,0,1,DL-menthol,Pyruvic acid,,0.333,0.667,,353.15,0.948,10.1021/acssuschemeng.5b00532
3247,2,Ⅴ,0,0,0,0,1,DL-Menthol,Anise alcohol,,0.333,0.667,,298.15,1.017,10.1016/j.seppur.2020.117211
3248,2,Ⅴ,0,0,0,0,1,DL-Menthol,Anise alcohol,,0.5,0.5,,298.15,0.991,10.1016/j.seppur.2020.117211
3249,2,Ⅴ,0,0,0,0,1,DL-Menthol,Anise alcohol,,0.667,0.333,,298.15,0.953,10.1016/j.seppur.2020.117211
3250,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,283.15,0.9075,10.1021/acssuschemeng.8b01203
3251,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,288.15,0.9039,10.1021/acssuschemeng.8b01203
3252,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,293.15,0.9002,10.1021/acssuschemeng.8b01203
3253,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,298.15,0.8965,10.1021/acssuschemeng.8b01203
3254,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,303.15,0.8929,10.1021/acssuschemeng.8b01203
3255,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,308.15,0.8892,10.1021/acssuschemeng.8b01203
3256,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,313.15,0.8855,10.1021/acssuschemeng.8b01203
3257,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,318.15,0.8818,10.1021/acssuschemeng.8b01203
3258,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,323.15,0.878,10.1021/acssuschemeng.8b01203
3259,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,328.15,0.8743,10.1021/acssuschemeng.8b01203
3260,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,333.15,0.8705,10.1021/acssuschemeng.8b01203
3261,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,338.15,0.8667,10.1021/acssuschemeng.8b01203
3262,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,343.15,0.8629,10.1021/acssuschemeng.8b01203
3263,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,348.15,0.8591,10.1021/acssuschemeng.8b01203
3264,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,353.15,0.8553,10.1021/acssuschemeng.8b01203
3265,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,358.15,0.8514,10.1021/acssuschemeng.8b01203
3266,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,363.15,0.8476,10.1021/acssuschemeng.8b01203
3267,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,368.15,0.8437,10.1021/acssuschemeng.8b01203
3268,2,Ⅴ,0,0,0,0,1,L-Menthol,Capric acid,,0.6,0.4,,373.15,0.8397,10.1021/acssuschemeng.8b01203
3269,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,278.15,0.9148,10.1021/acssuschemeng.8b01203
3270,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,283.15,0.911,10.1021/acssuschemeng.8b01203
3271,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,288.15,0.9073,10.1021/acssuschemeng.8b01203
3272,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,293.15,0.9036,10.1021/acssuschemeng.8b01203
3273,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,298.15,0.8998,10.1021/acssuschemeng.8b01203
3274,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,303.15,0.8961,10.1021/acssuschemeng.8b01203
3275,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,308.15,0.8924,10.1021/acssuschemeng.8b01203
3276,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,313.15,0.8887,10.1021/acssuschemeng.8b01203
3277,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,318.15,0.8849,10.1021/acssuschemeng.8b01203
3278,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,323.15,0.8811,10.1021/acssuschemeng.8b01203
3279,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,328.15,0.8773,10.1021/acssuschemeng.8b01203
3280,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,333.15,0.8735,10.1021/acssuschemeng.8b01203
3281,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,338.15,0.8697,10.1021/acssuschemeng.8b01203
3282,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,343.15,0.8658,10.1021/acssuschemeng.8b01203
3283,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,348.15,0.8619,10.1021/acssuschemeng.8b01203
3284,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,353.15,0.858,10.1021/acssuschemeng.8b01203
3285,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,358.15,0.8541,10.1021/acssuschemeng.8b01203
3286,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,363.15,0.8502,10.1021/acssuschemeng.8b01203
3287,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,368.15,0.8462,10.1021/acssuschemeng.8b01203
3288,2,Ⅴ,0,0,0,0,1,L-Menthol,Caprylic acid,,0.6,0.4,,373.15,0.8422,10.1021/acssuschemeng.8b01203
3289,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,298.15,0.893,10.1021/acssuschemeng.8b01203
3290,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,303.15,0.8894,10.1021/acssuschemeng.8b01203
3291,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,308.15,0.8859,10.1021/acssuschemeng.8b01203
3292,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,313.15,0.8823,10.1021/acssuschemeng.8b01203
3293,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,318.15,0.8787,10.1021/acssuschemeng.8b01203
3294,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,323.15,0.8751,10.1021/acssuschemeng.8b01203
3295,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,328.15,0.8714,10.1021/acssuschemeng.8b01203
3296,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,333.15,0.8677,10.1021/acssuschemeng.8b01203
3297,2,Ⅴ,0,0,0,0,1,L-Menthol,Lauric acid,,0.75,0.25,,338.15,0.8639,10.1021/acssuschemeng.8b01203
